Sample,SNPs,Total Sequences,Sequence length,%GC,avg_sequence_length,raw_total_sequences,reads_mapped,reads_unmapped,reads_paired,average_quality,reads_mapped_percent,reads_unmapped_percent,library_type,Mean depth,Collection,Collection.1,country of isolation,continent of isolation,United Nations Geographic Region,main_lineage,sub_lineage,DR_type,num_dr_variants,Curated lineage (SITVIT2),Spoligo Binary
ERR1199116,739,9512069,30-83,65,81.97113729936147,9506030,9468237,37793,9506030,33.6,99.6024312988703,0.397568701129704,paired_end,174.2000000000001,PRJEB11460,ERP012852,Uganda,Africa,Eastern Africa,lineage4,lineage4.6.1.2,Pre-MDR,2,T,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1199117,795,5623888,30-151,65,148.7732707336988,5601654,5531592,70062,5601654,32.9,98.7492622714648,1.250737728535179,paired_end,177.12,PRJEB11460,ERP012852,Democratic Republic of the Congo,Africa,Middle Africa,lineage4,lineage4.6.1.2,MDR,3,T2,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1199118,777,5553840,30-151,65,149.150921884678,5524786,5441819,82967,5524786,33.2,98.49827667533188,1.501723324668141,paired_end,174.3,PRJEB11460,ERP012852,Democratic Republic of the Congo,Africa,Middle Africa,lineage4,lineage4.6,Pre-MDR,1,T2,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1199119,763,5829327,30-151,65,148.7460396371657,5810890,5748708,62182,5810890,32.8,98.92990574593566,1.070094254064352,paired_end,183.32,PRJEB11460,ERP012852,Democratic Republic of the Congo,Africa,Middle Africa,lineage4,lineage4.6,Sensitive,0,T2,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1199120,812,5897237,30-151,65,148.9120065888483,5867394,5785851,81543,5867394,33.3,98.61023479929929,1.389765200700686,paired_end,184.6799999999999,PRJEB11460,ERP012852,Democratic Republic of the Congo,Africa,Middle Africa,lineage4,lineage4.6.1.2,MDR,4,T2,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1199121,817,6705091,30-151,65,146.0250854164395,6668062,6558149,109913,6668062,32.5,98.35164999965508,1.648350000344928,paired_end,205.75,PRJEB11460,ERP012852,Democratic Republic of the Congo,Africa,Middle Africa,lineage4,lineage4.6.1.2,Sensitive,0,T,▪▪▪▪▪▪▪▪▪▪▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1199122,796,7676723,30-151,65,144.1701654468971,7633224,7513782,119442,7633224,31.8,98.4352352295701,1.5647647704299,paired_end,230.14,PRJEB11460,ERP012852,Democratic Republic of the Congo,Africa,Middle Africa,lineage4,lineage4.6.1.2,MDR,3,T2,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1199123,788,6454531,30-151,65,148.910044432353,6433464,6355693,77771,6433464,33.0,98.79114890516213,1.208851094837867,paired_end,202.7799999999999,PRJEB11460,ERP012852,Democratic Republic of the Congo,Africa,Middle Africa,lineage4,lineage4.6.1.2,Pre-MDR,2,,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1199124,814,6593014,30-151,65,148.6195897657733,6561392,6494079,67313,6561392,33.2,98.97410488506098,1.025895114939025,paired_end,207.9499999999999,PRJEB11460,ERP012852,Democratic Republic of the Congo,Africa,Middle Africa,lineage4,lineage4.6.1.2,Pre-MDR,2,,▪▪▪▪▪▪▪▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1199125,762,11565207,30-83,65,81.96076559632698,11555236,11508491,46745,11555236,33.4,99.59546477458359,0.404535225416426,paired_end,211.18,PRJEB11460,ERP012852,Uganda,Africa,Eastern Africa,lineage4,lineage4.6.1.1,Sensitive,0,,▪▪▪▪▪▪▪▪▪▪▪▪▫▪▪▪▫▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▫
ERR1199126,805,7075800,30-151,65,148.8683840696459,7045988,6970885,75103,7045988,33.1,98.93410264110584,1.065897358894168,paired_end,222.6599999999999,PRJEB11460,ERP012852,Democratic Republic of the Congo,Africa,Middle Africa,lineage4,lineage4.6.1.2,MDR,4,T,▪▪▪▪▪▪▪▪▪▪▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1199127,797,7283932,30-151,65,148.4242329554971,7256710,7172326,84384,7256710,33.2,98.83715898802623,1.162841011973746,paired_end,228.2399999999999,PRJEB11460,ERP012852,Democratic Republic of the Congo,Africa,Middle Africa,lineage4,lineage4.6.1.2,MDR,3,T2,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1199128,800,7253979,30-151,65,148.7053759047276,7222922,7138586,84336,7222922,33.5,98.83238390224899,1.167616097751021,paired_end,226.6699999999998,PRJEB11460,ERP012852,Democratic Republic of the Congo,Africa,Middle Africa,lineage4,lineage4.6.1.2,MDR,2,T2,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1199129,743,1218511,30-100,64,99.3014654771274,1204020,1193168,10852,1204020,32.1,99.09868606833773,0.9013139316622648,paired_end,27.46999999999999,PRJEB11460,ERP012852,Uganda,Africa,Eastern Africa,lineage4,lineage4.6.1.1,Sensitive,0,T2-Uganda,▪▪▪▪▪▪▪▪▪▪▪▪▫▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▫
ERR1199130,788,1444780,30-100,64,99.42975539528508,1430838,1419834,11004,1430838,33.8,99.23094019029408,0.7690598097059206,paired_end,32.31999999999999,PRJEB11460,ERP012852,Uganda,Africa,Eastern Africa,lineage4,lineage4.6.1.2,MDR,4,T,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1199131,758,4139347,30-100,65,99.48352674950905,4103012,4075898,27114,4103012,32.9,99.33916839629032,0.660831603709665,paired_end,90.61999999999992,PRJEB11460,ERP012852,Uganda,Africa,Eastern Africa,lineage4,lineage4.6.1.1,MDR,5,T2-Uganda,▪▪▫▫▪▪▪▪▪▪▪▪▪▪▪▪▫▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▫
ERR1199132,795,5086726,30-100,65,99.47194207040049,5041210,4377508,663702,5041210,32.2,86.83447029582184,13.16552970417816,paired_end,95.6499999999999,PRJEB11460,ERP012852,Uganda,Africa,Eastern Africa,lineage4,lineage4.6.1.1,Sensitive,0,T2-Uganda,▪▪▫▫▪▪▪▪▪▪▪▪▪▪▪▪▫▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▫
ERR1199133,782,4144580,30-100,64,99.46399924720959,4106834,4079989,26845,4106834,33.7,99.34633345297131,0.6536665470286844,paired_end,90.71999999999994,PRJEB11460,ERP012852,Uganda,Africa,Eastern Africa,lineage4,lineage4.6.1.2,Sensitive,0,T2,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1199134,770,4290962,30-100,65,99.52533814095769,4256352,4226894,29458,4256352,33.7,99.30790498530195,0.6920950146980325,paired_end,93.8899999999999,PRJEB11460,ERP012852,Uganda,Africa,Eastern Africa,lineage4,lineage4.6.1.2,Pre-MDR,3,T2,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1199135,770,4617478,30-100,65,99.33607956551174,4565484,4532422,33062,4565484,32.7,99.27582705360486,0.7241729463951686,paired_end,99.90999999999987,PRJEB11460,ERP012852,Uganda,Africa,Eastern Africa,lineage4,lineage4.6.1.2,Pre-MDR,1,,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1199136,771,4670962,30-100,65,99.43920716974364,4626516,4590785,35731,4626516,32.0,99.22769098820795,0.7723090117920267,paired_end,101.56,PRJEB11460,ERP012852,Uganda,Africa,Eastern Africa,lineage4,lineage4.6.1.1,Pre-MDR,1,T2-Uganda,▪▪▪▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▫
ERR1199137,773,5004632,30-100,65,99.32246287039686,4947116,4907885,39231,4947116,32.3,99.20699251846935,0.7930074815306535,paired_end,108.1699999999999,PRJEB11460,ERP012852,Uganda,Africa,Eastern Africa,lineage4,lineage4.6.1.2,MDR,5,T2,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1199138,768,4993468,30-100,64,99.38366602129021,4941268,4904827,36441,4941268,32.5,99.26251723241889,0.7374827675811148,paired_end,108.17,PRJEB11460,ERP012852,Uganda,Africa,Eastern Africa,lineage4,lineage4.6.1.1,Pre-MDR,1,T2-Uganda,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▫
ERR1199139,752,5187964,30-100,65,99.41524767712343,5136500,5101253,35247,5136500,32.3,99.31379343911225,0.6862065608877641,paired_end,112.51,PRJEB11460,ERP012852,Uganda,Africa,Eastern Africa,lineage4,lineage4.6.1.1,Sensitive,0,T2,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1199140,781,5311758,30-100,64,99.43072067665732,5260460,5224323,36137,5260460,32.8,99.31304486679872,0.6869551332012789,paired_end,115.08,PRJEB11460,ERP012852,Uganda,Africa,Eastern Africa,lineage4,lineage4.6.1.2,Pre-MDR,2,,▪▫▫▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1199141,779,5233391,30-100,65,99.34939315636841,5175428,5137090,38338,5175428,33.7,99.25923034771229,0.7407696522876949,paired_end,111.3199999999999,PRJEB11460,ERP012852,Uganda,Africa,Eastern Africa,lineage4,lineage4.6.1.1,Sensitive,0,T2-Uganda,▪▪▫▫▪▪▪▪▪▪▪▪▪▪▪▪▫▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▫
ERR1199142,741,5454966,30-100,65,99.5160138486656,5410128,5373405,36723,5410128,32.8,99.32121753866082,0.6787824613391772,paired_end,118.2899999999999,PRJEB11460,ERP012852,Uganda,Africa,Eastern Africa,lineage4,lineage4.6.1.1,Sensitive,0,T2-Uganda,▪▪▫▫▪▪▪▪▪▪▪▪▪▪▪▪▫▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▫
ERR1199143,748,6092776,30-100,65,99.46756289743787,6037688,6001508,36180,6037688,33.9,99.40076400105472,0.5992359989452917,paired_end,129.6999999999999,PRJEB11460,ERP012852,Uganda,Africa,Eastern Africa,lineage4,lineage4.6.1.1,Sensitive,0,,▪▪▫▫▪▪▪▪▪▪▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▫▫▫▫▪▪▪▫▪▪▫
ERR1199144,808,6830587,30-100,65,99.4771916381418,6769972,6718775,51197,6769972,32.9,99.24376348971606,0.7562365102839421,paired_end,143.78,PRJEB11460,ERP012852,Uganda,Africa,Eastern Africa,lineage4,lineage4.6.1.2,Pre-MDR,1,S,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1199145,754,7856585,30-100,65,99.53723863485216,7794966,7736795,58171,7794966,32.9,99.2537363216209,0.7462636783790975,paired_end,167.7900000000003,PRJEB11460,ERP012852,Uganda,Africa,Eastern Africa,lineage4,lineage4.6.1.1,MDR,5,T2-Uganda,▪▪▫▫▪▪▪▪▪▪▪▪▪▪▪▪▫▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▫
ERR1199146,764,11751643,30-101,64,99.68034767563992,11687876,11478431,209445,11687876,31.1,98.20801486942536,1.791985130574623,paired_end,239.06,PRJEB11460,ERP012852,Somalia,Africa,Eastern Africa,lineage4,lineage4.6.1.1,Sensitive,0,T2-Uganda,▪▪▫▫▪▪▪▪▪▪▪▪▪▪▪▪▫▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▫
ERR1199147,803,11122569,30-101,64,99.64997205231992,11056624,10909821,146803,11056624,31.8,98.67226198521357,1.32773801478643,paired_end,231.1499999999999,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.6.1.2,Sensitive,0,T2,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1199148,781,12089730,30-101,64,99.62972340986937,12013752,11868175,145577,12013752,32.2,98.78824700226872,1.211752997731267,paired_end,251.81,PRJEB11460,ERP012852,Republic of the Congo,Africa,Middle Africa,lineage4,lineage4.6.1.2,Pre-MDR,1,T2,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1199149,795,7986647,30-101,64,99.34414579735399,7898128,7823334,74794,7898128,32.9,99.05301610710792,0.946983892892088,paired_end,156.4700000000001,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.6.1.2,Sensitive,0,T2,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1199150,794,7238446,30-101,63,99.58688149362446,7187956,7113186,74770,7187956,32.6,98.95978773381474,1.040212266185269,paired_end,146.91,PRJEB11460,ERP012852,Uganda,Africa,Eastern Africa,lineage4,lineage4.6.1.2,Pre-MDR,1,T2,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1199151,750,5888270,30-101,64,98.52482749602177,5740568,5650074,90494,5740568,32.0,98.42360546900585,1.576394530994146,paired_end,117.1199999999999,PRJEB11460,ERP012852,Republic of the Congo,Africa,Middle Africa,lineage4,lineage4.6.1.1,Sensitive,0,T2-Uganda,▪▪▫▫▪▪▪▪▪▪▪▪▪▪▪▪▫▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▫
ERR1199152,786,9921061,30-101,63,99.48397918327484,9834438,9745493,88945,9834438,32.8,99.09557617832355,0.9044238216764394,paired_end,196.2700000000002,PRJEB11460,ERP012852,Uganda,Africa,Eastern Africa,lineage4,lineage4.6.1.2,Sensitive,0,T2,▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1199153,777,6408034,30-101,65,98.12147095349371,6203248,6139752,63496,6203248,32.5,98.97640719829356,1.023592801706461,paired_end,122.8399999999999,PRJEB11460,ERP012852,Democratic Republic of the Congo,Africa,Middle Africa,lineage4,lineage4.6.1.2,Pre-MDR,1,,▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1465722,979,8039485,30-101,65,99.70670484489989,8000000,7894638,105362,8000000,31.2,98.682975,1.317025,paired_end,171.8200000000003,PRJEB11460,ERP012852,,,,lineage4,lineage4.1.2,Sensitive,0,LAM-RUS,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465723,916,3531554,30-101,64,97.0576256231676,3353856,3320328,33528,3353856,33.8,99.00031486146095,0.9996851385390428,paired_end,72.11999999999998,PRJEB11460,ERP012852,,,,lineage4,lineage4.1.2,Sensitive,0,T4-CEU1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▪▪▪▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▫▫▪▪▪▪
ERR1465724,940,8034551,30-101,64,99.74220936552645,8000000,7927675,72325,8000000,33.7,99.0959375,0.9040625,paired_end,173.12,PRJEB11460,ERP012852,,,,lineage4,lineage4.1.2,Sensitive,0,T4-CEU1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▪▪▪▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▫▫▪▪▪▪
ERR1465725,927,7742382,30-101,64,99.79041566277664,7715434,7629120,86314,7715434,33.4,98.88128133815931,1.118718661840669,paired_end,166.6200000000002,PRJEB11460,ERP012852,,,,lineage4,lineage4.1.2,Sensitive,0,T4-CEU1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▪▪▪▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▫▫▪▪▪▪
ERR1465726,926,1676869,30-151,64,150.8300541067907,1673986,1655072,18914,1673986,26.9,98.87012197234623,1.129878027653756,paired_end,49.05,PRJEB11460,ERP012852,,,,lineage4,lineage4.1.2,Other,1,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▫▫▪▪▪▪
ERR1465727,916,5499068,30-101,64,99.80090226198332,5480818,5429489,51329,5480818,33.4,99.063479210585,0.9365207894150108,paired_end,119.3299999999999,PRJEB11460,ERP012852,,,,lineage4,lineage4.1.2,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465728,966,6042553,30-101,65,99.23459934898378,5964200,5911700,52500,5964200,33.4,99.11974782871133,0.8802521712886893,paired_end,127.6399999999998,PRJEB11460,ERP012852,,,,lineage4,lineage4.1.2,Sensitive,0,T2,▪▫▫▪▪▪▪▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
ERR1465729,949,5577844,30-101,64,99.8304542041692,5562064,5517264,44800,5562064,33.9,99.19454360827204,0.8054563917279628,paired_end,117.4199999999999,PRJEB11460,ERP012852,,,,lineage4,lineage4.1.2,Sensitive,0,,▪▪▪▫▫▫▪▪▪▪▫▫▫▫▫▫▪▪▫▪▪▪▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▫▫▪▪▪▪
ERR1465730,978,8016654,30-101,64,99.87511398146908,8000000,7936798,63202,8000000,33.8,99.209975,0.790025,paired_end,169.4100000000003,PRJEB11460,ERP012852,,,,lineage4,lineage4.1.2.1,Sensitive,0,H1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▫▫▫▫▫▫▪▫▫▫▫▪▪▪▫▪▪▪
ERR1465731,961,3654062,30-101,65,94.0639496538373,3281150,3245228,35922,3281150,32.7,98.90520092040899,1.094799079590997,paired_end,68.41000000000003,PRJEB11460,ERP012852,,,,lineage4,lineage4.1.2.1,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465732,934,7392595,30-101,64,99.52269291094672,7332700,7216940,115760,7332700,31.6,98.42131820475404,1.578681795245953,paired_end,156.2400000000002,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.1.2.1,Sensitive,0,H1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465733,962,10626294,30-101,64,99.58428253537876,10551376,10408595,142781,10551376,31.7,98.64680208533942,1.353197914660609,paired_end,219.41,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.1.2,Sensitive,0,T4-CEU1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▪▪▪▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▫▫▪▪▪▪
ERR1465734,924,8799274,30-101,64,99.61533781082396,8741698,8563453,178245,8741698,31.2,97.96097966321877,2.039020336781252,paired_end,183.9000000000001,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.1.2,Sensitive,0,T4-CEU1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▪▪▪▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▫▫▪▪▪▪
ERR1465735,959,12143545,30-101,64,99.4815904252012,12036704,11897744,138960,12036704,32.5,98.84553113543377,1.154468864566247,paired_end,251.35,PRJEB11460,ERP012852,Sri Lanka,Asia,South Asia,lineage4,lineage4.1.2.1,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▪▪▪▪▪▪▪
ERR1465736,935,6363489,30-101,65,99.04047889451842,6259460,6182174,77286,6259460,32.3,98.7652928527381,1.234707147261904,paired_end,129.3099999999999,PRJEB11460,ERP012852,,,,lineage4,lineage4.1.2,Other,1,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▫▫▪▪▪▪
ERR1465737,933,9097053,30-101,64,99.52430155128259,9023544,8921186,102358,9023544,32.7,98.86565633192457,1.134343668075426,paired_end,193.4299999999999,PRJEB11460,ERP012852,Democratic Republic of the Congo,Africa,Middle Africa,lineage4,lineage4.1.2.1,Sensitive,0,,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▪▫▫▫▫▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465738,946,10743514,30-101,64,99.61574471816203,10673468,10545791,127677,10673468,32.4,98.80379085785424,1.196209142145739,paired_end,218.2900000000001,PRJEB11460,ERP012852,Switzerland,Europe,Western Europe,lineage4,lineage4.1.2.1,Sensitive,0,,▪▪▪▪▪▪▪▪▪▪▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465739,933,4804774,30-101,63,99.57277282968978,4770210,4724151,46059,4770210,32.4,99.03444502443287,0.9655549755671134,paired_end,92.1699999999998,PRJEB11460,ERP012852,Romania,Europe,Southeast Europe,lineage4,lineage4.1.2.1,Sensitive,0,H1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465740,938,5271760,30-101,64,98.29739859174164,5119356,5067403,51953,5119356,32.7,98.98516532157558,1.014834678424396,paired_end,103.3299999999999,PRJEB11460,ERP012852,Cote d'Ivoire,Africa,West Africa,lineage4,lineage4.1.2.1,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465741,942,12527911,30-101,64,98.67635745496595,12246122,12033513,212609,12246122,32.2,98.2638667163368,1.736133283663188,paired_end,231.3400000000004,PRJEB11460,ERP012852,Peru,South America,South America,lineage4,lineage4.1.2.1,Pre-MDR,1,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465742,946,8186827,30-101,64,99.5448998739072,8123636,7922480,201156,8123636,33.7,97.52381815236427,2.476181847635714,paired_end,168.0100000000003,PRJEB11460,ERP012852,Italy,Europe,Southern Europe,lineage4,lineage4.1.2,Sensitive,0,T4,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465743,953,4707688,30-101,67,98.63096789761768,4597330,4533495,63835,4597330,32.6,98.6114766614535,1.388523338546504,paired_end,88.80999999999992,PRJEB11460,ERP012852,Nepal,Asia,Southern Asia,lineage4,lineage4.1.2.1,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465744,1182,8675310,30-101,54,99.90064585588296,8660704,1916309,6744395,8660704,33.8,22.12648071103689,77.87351928896311,paired_end,42.31,PRJEB11460,ERP012852,Portugal,Europe,Southern Europe,lineage4,lineage4.1.2.1,Sensitive,0,T1,▪▪▪▪▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465745,955,10591229,30-101,64,99.58734534018669,10516998,10395580,121418,10516998,33.0,98.84550705438947,1.154492945610525,paired_end,225.53,PRJEB11460,ERP012852,Italy,Europe,Southern Europe,lineage4,lineage4.1.2.1,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
ERR1465746,962,9479115,30-101,64,99.43605895698069,9388232,9256693,131539,9388232,32.9,98.59889487179268,1.401105128207313,paired_end,201.6199999999999,PRJEB11460,ERP012852,Ethiopia,Africa,Eastern Africa,lineage4,lineage4.1.2.1,Sensitive,0,H1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▪▫▫▫▫▪▪▪▪▪▪▪
